nct_id,title,official_title,overall_status,phase,sponsor,start_date,primary_completion_date,completion_date,first_posted_date,last_update_date,planned_primary_outcomes,planned_secondary_outcomes,results_outcome_measures,results_participant_flow,results_baseline,results_adverse_events,site_count,site_countries,sites_compact,start_year,Pathologic_Complete_Response,Event_Free_Survival,Disease_Free_Survival,Overall_Survival,Best_Overall_Response,Duration_of_Response,Progression_Free_Survival,Overall_Response,Target_Response,Non_target_Response,Symptomatic_Deterioration,Disease_Recurrence,Pathologic_Complete_Response_pCR,Objective_Response_Rate,Time_to_Progression,detected_endpoint_names,planned_endpoint_count,reporting_gap_flag,consort_participant_flow,consort_recruitment,consort_baseline,consort_numbers_analyzed,consort_outcomes_estimation,consort_ancillary_analyses,consort_harms,consort_results_score,HER2_flag,BRCAm_flag,NM_new_medicine,EI_extension_of_indication,nm_ei_explanation,sponsor_class,has_results,completion_year,years_since_completion,multi_country_flag,phase_bucket
NCT02892123,Trial of ZW25 (Zanidatamab) in Patients With Advanced HER2-expressing Cancers,Phase I Trial of ZW25 in Patients With Locally Advanced (Unresectable) and/or Metastatic HER2-expressing Cancers,COMPLETED,PHASE1,Jazz Pharmaceuticals,2016-09-30,2024-10-31,2024-10-31,2016-09-08,2024-11-27,"['The proportion of patients who experience dose-limiting toxicities (DLTs) (Part 1)', 'The proportion patients who experience laboratory abnormalities and/or adverse events as defined by CTCAE v4.03 that are related to treatment (Parts 2 and 3)']","['Serum concentrations of ZW25', 'The proportion of patients who develop detectable anti-drug antibodies', 'The proportion of patients with an objective response (partial response or complete response) as defined by RECIST 1.1 criteria', 'Progression free survival as defined by RECIST 1.1 criteria', 'The proportion patients who experience laboratory abnormalities and/or adverse events as defined by CTCAE v4.03 that are related to treatment (Part 1)']",,,,,17,Canada; South Korea; United States,"University of Alabama [Birmingham, United States] | USC/Norris Cancer Center [Los Angeles, United States] | Hoag Family Cancer Institute [Newport Beach, United States] | University of Colorado Cancer Center [Aurora, United States] | Rush University Medical Center [Chicago, United States] | Sarah Cannon - Tennessee Oncology [Nashville, United States] | MD Anderson Cancer Center [Houston, United States] | South Texas Accelerated Research Therapeutics (START) [San Antonio, United States] | Northwest Medical Specialties [Tacoma, United States] | University of Ottawa [Ottawa, Canada] | Princess Margaret Cancer Centre [Toronto, Canada] | Jewish General Hospital [Montreal, Canada] | Seoul National University Bundang Hospital [Seongnam-si, South Korea] | Seoul National University Hospital [Seoul, South Korea] | Severance Hospital [Seoul, South Korea] | Asan Medical Center [Seoul, South Korea] | Samsung Medical Center [Seoul, South Korea]",2016.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"[""Overall Survival"",""Best Overall Response""]",2,1,0,1,0,0,0,0,0,1,1,0,1,0,,INDUSTRY,False,2024.0,1.0,1,Phase 1
NCT02897375,Palbociclib With Cisplatin or Carboplatin in Advanced Solid Tumors,A Phase 1 Study of Palbociclib in Combination With Cisplatin or Carboplatin in Advanced Solid Malignancies,COMPLETED,PHASE1,Emory University,2016-10-24,2021-10-15,2021-10-15,2016-09-13,2023-10-10,"['Incidence of adverse events according to National Cancer Institute Common Terminology Criteria for Adverse Events version 4.0', 'Incidence of dose limiting toxicities defined as grade 3 or higher toxicity', 'Recommended phase 2 dose (RP2D) as the highest doses of palbociclib and cisplatin or palbociclib and carboplatin']","['Overall response rate (complete response + partial response) assessed by Response Evaluation Criteria in Solid Tumors 1.1 criteria', 'Pharmacokinetic (PK) characteristics of carboplatin including maximum concentration (Cmax)', 'Pharmacokinetic (PK) characteristics of cisplatin including maximum concentration (Cmax)']",,,,,1,United States,"Emory University/Winship Cancer Institute [Atlanta, United States]",2016.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"[""Overall Survival"",""Objective Response Rate""]",2,1,0,1,0,0,0,0,0,1,0,0,1,0,,OTHER,False,2021.0,4.0,0,Phase 1
NCT02897778,Cardiac Safety Study of Entinostat in Men and Women With Advanced Solid Tumors,A Phase 1 Cardiac Safety Study of Entinostat in Men and Women With Advanced Solid Tumors,COMPLETED,PHASE1,Syndax Pharmaceuticals,2016-08-24,2017-03-13,2017-03-13,2016-09-13,2022-04-28,"['Change from Baseline in Heart Rate (HR)', 'Change from Baseline in Electrocardiogram Procedures', 'Change from Baseline in T-Cell Morphology']","['Number of Participants with Treatment-emergent Adverse Events (TEAES) and Serious Adverse Events (SAEs)', 'Number of Participants with Clinically Significant Abnormalities in Laboratory Values Reported as a TEAE', 'Change from Baseline in Vital Signs', 'Change from Baseline in ECG Values', 'Change from Baseline in QTc', 'Cmax (Maximum Plasma Concentration) of Entinostat when given as a Single Supratherapeutic Dose', 'Tmax (Time of Maximum Plasma Concentration) of Entinostat when given as a Single Supratherapeutic Dose', 'AUC0-24 (Area under the Plasma Concentration-time Curve from Time Zero to 24 hours) of Entinostat when given as a Single Supratherapeutic Dose', 'AUC0-t (Area under the Plasma Concentration-time Curve from Time Zero to the Last Measurable Concentration) of Entinostat when given as a Single Supratherapeutic Dose', 'AUC0-inf (Area under the Plasma Concentration-time Curve from 0-time Extrapolated to Infinity) of Entinostat when given as a Single Supratherapeutic Dose', 't1/2 (Elimination Half-life and Apparent Plasma Terminal Phase Elimination Rate Constant) of Entinostat when given as a Single Supratherapeutic Dose', 'λz (Terminal Elimination Rate Constant) of Entinostat when given as a Single Supratherapeutic Dose']",,,,,1,United States,"The START Center for Cancer Care [San Antonio, United States]",2016.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"[""Overall Survival""]",1,1,0,1,0,0,0,0,0,1,0,0,1,0,,INDUSTRY,False,2017.0,8.0,0,Phase 1
NCT02900664,"A Study of PDR001 in Combination With CJM112, EGF816, Ilaris® (Canakinumab) or Mekinist® (Trametinib)","Phase Ib, Open-label, Multi-center Study to Characterize the Safety, Tolerability and Pharmacodynamics (PD) of PDR001 in Combination With CJM112, EGF816, Ilaris® (Canakinumab) or Mekinist® (Trametinib)",COMPLETED,PHASE1,Novartis Pharmaceuticals,2016-08-23,2021-03-17,2021-03-17,2016-09-14,2022-03-29,"['Frequency of treatment-emergent Adverse Events (AEs) and Serious Adverse Events (SAEs) as a measure of safety', 'Changes between baseline and post-baseline laboratory parameters and vital signs.', 'Incidence of dose limiting toxicities (DLTs) of treatment (Escalation only)', 'Frequency of dose interruptions', 'Dose intensities', 'Severity of treatment-emergent Adverse Events (AEs) and Serious Adverse Events (SAEs) as a measure of safety', 'Frequency of dose reductions']","['Key secondary: Histopathology of tumor infiltrating lymphocytes (TILs)', 'Changes from baseline in electrocardiogram (ECG) parameters', 'Best overall response (BOR)', 'Progression free survival (PFS) per irRC and RECIST v1.1', 'Treatment Free Survival (TFS)', 'Presence and/or concentration of anti-PDR001 antibodies.', 'Serum concentration of PDR001, canakinumab, CJM112', 'Plasma concentrations of trametinib and EGF816', 'Key secondary: Histopathology of myeloid cell infiltrate by IHC (such as CD8, FoxP3 and myeloid markers as appropriate).', 'PK parameters (Eg. TMax) of EGF816', 'PK parameters (Eg. TMax) of trametinib', 'PK parameter (Eg. TMax) of PDR001', 'PK parameters (Eg. TMax) of canakinumab', 'PK parameters (Eg. TMax) of CJM112', 'Presence and/or concentration of anti-canakinumab antibodies.', 'Presence and/or concentration of anti-CJM112 antibodies.']",,,,,23,Belgium; Canada; France; Israel; Italy; Singapore; Spain; Taiwan; United States,"Sidney Kimmel Comprehensive Cancer Center SC-3 [Baltimore, United States] | Dana Farber Cancer Center [Boston, United States] | Sarah Cannon Research Institute [Nashville, United States] | University of Texas MD Anderson Cancer Center [Houston, United States] | Novartis Investigative Site [Brussels, Belgium] | Novartis Investigative Site [Wilrijk, Belgium] | Novartis Investigative Site [Toronto, Canada] | Novartis Investigative Site [Montreal, Canada] | Novartis Investigative Site [Lyon, France] | Novartis Investigative Site [Paris, France] | Novartis Investigative Site [Toulouse, France] | Novartis Investigative Site [Villejuif, France] | Novartis Investigative Site [Tel Aviv, Israel] | Novartis Investigative Site [Milan, Italy] | Novartis Investigative Site [Rozzano, Italy] | Novartis Investigative Site [Singapore, Singapore] | Novartis Investigative Site [Singapore, Singapore] | Novartis Investigative Site [Barcelona, Spain] | Novartis Investigative Site [L'Hospitalet de Llobregat, Spain] | Novartis Investigative Site [Madrid, Spain] | Novartis Investigative Site [Madrid, Spain] | Novartis Investigative Site [Tainan City, Taiwan] | Novartis Investigative Site [Taoyuan District, Taiwan]",2016.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"[""Overall Survival"",""Best Overall Response""]",2,1,0,1,0,0,0,0,0,1,0,0,1,0,"The trial involves PDR001, which is being studied in combination with other drugs, indicating it is a new medicine being evaluated for safety and efficacy.",INDUSTRY,False,2021.0,4.0,1,Phase 1
NCT02909452,Continuation Study of Entinostat in Combination With Pembrolizumab in Patients With Advanced Solid Tumors,"A Phase 1, Randomized, Open-Label, Continuation Study of Entinostat in Combination With Pembrolizumab in Patients With Advanced Solid Tumors (SNDX-275-0141, MK3475-460/KEYNOTE-460)",COMPLETED,PHASE1,Syndax Pharmaceuticals,2016-09-20,2019-07-17,2021-02-09,2016-09-21,2022-01-25,"['Incidence of treatment-emergent adverse events (TEAEs), serious adverse events (SAEs), and adverse events (AEs) resulting in the permanent discontinuation of study drug, and deaths occurring within the reporting period required for the study', 'Changes from baseline in laboratory results', 'Changes from baseline in vital signs', 'Changes from baseline in ECG results']","['AUC0-t (area under the curve to last observed concentration time) of entinostat when given in combination with pembrolizumab', 'AUC0-inf (area under the curve extrapolated to infinity) of entinostat when given in combination with pembrolizumab', 'Cmax (maximum plasma concentration) of entinostat when given in combination with pembrolizumab', 'Tmax (time to maximum plasma concentration) of entinostat when given in combination with pembrolizumab', 'T1/2 (elimination half life) of entinostat when given in combination with pembrolizumab', 'Vd (clearance and volume of distribution) of entinostat when given in combination with pembrolizumab']",,,,,1,United States,"The START Center for Cancer Care [San Antonio, United States]",2016.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"[""Best Overall Response"",""Overall Survival""]",2,1,0,1,0,0,0,0,0,1,0,0,1,0,,INDUSTRY,False,2021.0,4.0,0,Phase 1
NCT02936102,A Study of FAZ053 Single Agent and in Combination With PDR001 in Patients With Advanced Malignancies.,"A Phase I, Open-label, Multi-center Dose Escalation Study of FAZ053 as Single Agent and in Combination With PDR001 in Adult Patients With Advanced Malignancies",TERMINATED,PHASE1,Novartis Pharmaceuticals,2016-10-20,2024-11-22,2024-11-22,2016-10-18,2025-01-13,"['Number of participants with Adverse Events (AEs) and Serious Adverse Events (SAEs)', 'Incidence of Dose Limiting Toxicities (DLTs)', 'Dose interruptions and reductions', 'Dose intensity']","['Serum concentration-time profiles of FAZ053 as single agent and FAZ053 in combination with PDR001.', 'Presence of anti-FAZ053 and anti-PDR001.', 'Concentration of anti-FAZ053 and anti-PDR001.', 'Receptor Occupancy (RO) profiles when FAZ053 is given as single agent.', 'Total soluble/shed PD-L1 concentration-time profiles when FAZ053 is given as single agent and for FAZ053 in combination with PDR001.', 'Histopathology of tumor infiltrating lymphocytes (TILs) by hematoxylin.', 'Histopathology of tumor infiltrating lymphocytes (TILs) by eosin (H&E) stain.', 'Overall response rate (ORR) per RECIST v1.1', 'Best overall response per RECIST v1.1', 'Disease control rate per RECIST 1.1', 'Progression free survival (PFS) per RECIST 1.1', 'Duration of response per RECIST 1.1', 'Overall response rate (ORR) per immune related Response Criteria (irRC).', 'Progression free survival (PFS) per immune related Response Criteria (irRC).', 'Characterization of Tumor Infiltrating Lymphocytes (TILs) by Immunohistochemistry (IHC)', 'Characterization of myeloid cell infiltrate by IHC.', 'Area under the curve (AUC) for FAZ053 as single agent and FAZ053 in combination with PDR001.', 'Cmax for FAZ053 as single agent and FAZ053 in combination with PDR001.', 'Tmax for FAZ053 as single agent and FAZ053 in combination with PDR001.', 'Half-life for FAZ053 as single agent and FAZ053 in combination with PDR001.', 'Clast for FAZ053 as single agent and FAZ053 in combination with PDR001.', 'Tlast for FAZ053 as single agent and FAZ053 in combination with PDR001.']",,,,,12,Canada; France; Israel; Italy; Japan; Singapore; Spain; Taiwan; United States,"Memorial Sloan Kettering Cancer Ctr [New York, United States] | UT MD Anderson Cancer Center [Houston, United States] | Novartis Investigative Site [Toronto, Canada] | Novartis Investigative Site [Toulouse, France] | Novartis Investigative Site [Tel Aviv, Israel] | Novartis Investigative Site [Milan, Italy] | Novartis Investigative Site [Modena, Italy] | Novartis Investigative Site [Koto Ku, Japan] | Novartis Investigative Site [Singapore, Singapore] | Novartis Investigative Site [Seville, Spain] | Novartis Investigative Site [Barcelona, Spain] | Novartis Investigative Site [Taipei, Taiwan]",2016.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"[""Overall Survival""]",1,1,0,1,0,0,0,0,0,1,0,0,1,0,,INDUSTRY,False,2024.0,1.0,1,Phase 1
NCT02941835,Preoperative Breast Irradiation,"Preoperative Breast Irradiation, the PROBI Trial. A Phase I/II Feasibility Trial",TERMINATED,,The Netherlands Cancer Institute,2018-03-12,2018-08-09,2018-08-09,2016-10-21,2019-10-22,['Postoperative surgical complications'],"['Radiological response', 'Pathological response', 'cosmetic outcome']",,,,,1,Netherlands,"Netherlands Cancer Institute [Amsterdam, Netherlands]",2018.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"[""Overall Survival""]",1,1,0,1,0,0,0,0,0,1,0,0,1,0,,OTHER,False,2018.0,7.0,0,NA/Other
NCT02947165,Phase I/Ib Study of NIS793 in Combination With PDR001 in Patients With Advanced Malignancies.,"A Phase I/Ib, Open-label, Multi-center Dose Escalation Study of NIS793 in Combination With PDR001 in Adult Patients With Advanced Malignancies",COMPLETED,PHASE1,Novartis Pharmaceuticals,2017-04-25,2021-06-18,2021-06-18,2016-10-27,2022-01-31,"['Incidence of DLTs, AEs, SAEs and dose reductions / interruptions for NIS793', 'Incidence of DLTs, AEs, SAEs and dose reductions/interruptions for NIS793 in combination with PDR001']","['Best overall response (BOR)', 'Disease control rate (DCR)', 'Overall response rate (ORR)', 'Progression free survival (PFS)', 'Duration of response (DOR)', 'Serum concentration-time profiles of NIS793 single agent and NIS793 in combination with PDR001', 'Presence of anti-NIS793 and anti-PDR001 antibodies', 'Concentration of anti-NIS793 and anti-PDR001 antibodies', 'Area under the curve (AUC) for NIS793 single agent and NIS793 in combination with PDR001.', 'Cmax for NIS793 single agent and NIS793 in combination with PDR001.', 'Tmax for NIS793 single agent and NIS793 in combination with PDR001.', 'Half life of NIS793 as single agent and in combination with PDR001.', 'Characterization of tumor infiltrating lymphocytes (TILs) by H&E', 'Characterization of tumor infiltrating lymphocytes by immunohistochemistry using markers such as CD8 and PD-L1']",,,,,12,Austria; Canada; Germany; Hong Kong; Italy; Japan; Switzerland; Taiwan; United States,"Sarah Cannon Research Institute SC [Nashville, United States] | Huntsman Cancer Institute SC [Salt Lake City, United States] | Novartis Investigative Site [Salzburg, Austria] | Novartis Investigative Site [Toronto, Canada] | Novartis Investigative Site [Ulm, Germany] | Novartis Investigative Site [Würzburg, Germany] | Novartis Investigative Site [Hong Kong, Hong Kong] | Novartis Investigative Site [Milan, Italy] | Novartis Investigative Site [Rozzano, Italy] | Novartis Investigative Site [Kashiwa, Japan] | Novartis Investigative Site [Sankt Gallen, Switzerland] | Novartis Investigative Site [Taipei, Taiwan]",2017.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"[""Overall Survival"",""Best Overall Response""]",2,1,0,1,0,0,0,0,0,1,0,0,1,0,,INDUSTRY,False,2021.0,4.0,1,Phase 1
NCT02952729,Study of Antibody Drug Conjugate in Patients With Advanced Breast Cancer Expressing HER2,"A Phase 1b, First-in-Human, Dose Escalation and Expansion Study of XMT-1522 in Patients With Advanced Breast Cancer and Other Advanced Tumors Expressing HER2",COMPLETED,PHASE1,Mersana Therapeutics,2016-11-21,2019-01-28,2019-01-28,2016-11-02,2021-02-24,['Maximum tolerated dose or recommended Phase 2 dose'],"['Time of maximum observed concentration of XMT-1522', 'Maximum concentration of XMT-1522', 'Area under the concentration curve of the last measurable concentration of XMT-1522', 'Antineoplastic effects of XMT-1522', 'Anti-drug antibody']",,,,,5,United States,"Moffitt Cancer Center [Tampa, United States] | Massachusetts General Hospital [Boston, United States] | Sarah Cannon Research Institute [Nashville, United States] | Mary Crowley Cancer Research Center [Dallas, United States] | South Texas Accelerated Research Therapeutics (START) [San Antonio, United States]",2016.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"[""Overall Survival""]",1,1,0,1,0,0,0,0,0,1,1,0,1,0,"The text describes a Phase 1b study of XMT-1522, which is a new drug being tested in humans for the treatment of advanced breast cancer and other tumors, indicating it is a new medicine.",INDUSTRY,False,2019.0,6.0,0,Phase 1
NCT02952989,A Safety Study of SGN-2FF for Patients With Advanced Solid Tumors,"A Phase 1, Multicenter, Open-label, Dose-escalation Study of SGN-2FF in Patients With Advanced Solid Tumors",TERMINATED,PHASE1,Seagen Inc.,2017-02-23,2019-06-24,2019-06-24,2016-11-02,2019-07-19,"['The number of participants with adverse events that are related to treatment', 'The number of participants with laboratory abnormalities that are related to treatment', 'Incidence of dose-limiting toxicities (DLTs)']","['Pharmacokinetic assessments', 'Markers of fucosylation status', 'Objective response rate', 'Disease control rate', 'Duration of response', 'Clinical benefit rate', 'Progression-free survival', 'Overall survival']",,,,,11,United States,"University of Alabama at Birmingham [Birmingham, United States] | City of Hope National Medical Center [Duarte, United States] | University of Colorado Hospital / University of Colorado [Aurora, United States] | Winship Cancer Institute / Emory University School of Medicine [Atlanta, United States] | Dana Farber Cancer Institute [Boston, United States] | Karmanos Cancer Institute / Wayne State University [Detroit, United States] | Duke University Medical Center [Durham, United States] | Providence Portland Medical Center [Portland, United States] | Sarah Cannon Research Institute [Nashville, United States] | MD Anderson Cancer Center / University of Texas [Houston, United States] | Seattle Cancer Care Alliance / University of Washington [Seattle, United States]",2017.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"[""Overall Survival""]",1,1,0,1,0,0,0,0,0,1,0,0,1,0,,INDUSTRY,False,2019.0,6.0,0,Phase 1
NCT02993094,Ixazomib (MLN9708) in Combination With Carboplatin in Pretreated Women With Advanced Triple Negative Breast Cancer,Ixazomib (MLN9708) in Combination With Carboplatin in Pretreated Women With Advanced Triple Negative Breast Cancer,TERMINATED,PHASE1; PHASE2,Arbeitsgemeinschaft medikamentoese Tumortherapie,2016-11-21,2020-08-15,2020-08-15,2016-12-15,2020-11-30,['Maximum tolerated dose (MTD)'],"['Safety profile based on adverse events evaluation', 'Overall response rate', 'Clinical benefit rate', 'Progression-free survival (PFS)', 'Quality of Life of MBC patients']",,,,,12,Austria,"Universitätsklinik für Innere Medizin Graz [Graz, Austria] | Universitätsklinik für Frauenheilkunde Innsbruck [Innsbruck, Austria] | Klinikum Kreuzschwestern Wels GmbH [Wels, Austria] | Landeskrankenhaus Feldkirch, Innere Med. II, Interne E [Feldkirch, Austria] | UK Graz: Universitätsklinik für Frauenheilkunde und Geburtshilfe, Klinische Abteilung für Gynäkologie [Graz, Austria] | LKH Hochsteiermark: Department für Hämato-Onkologie [Leoben, Austria] | BHS Linz: Interne I: Internistische Onkologie, Hämatologie und Gastroenterologie [Linz, Austria] | KUK Linz: Klinik für Interne 3 - Schwerpunkt Hämatologie und Onkologie [Linz, Austria] | PMU Salzburg: Universitätsklinik für Innere Medizin III [Salzburg, Austria] | Landeskrankenhaus Steyr, Innere Medizin II Onkologie [Steyr, Austria] | AKH Wien Universitätsklinik für Frauenheilkunde: Klin. Abt. f. Allg. Gynäkologie und gynäkologische Onkologie [Vienna, Austria] | LK Wiener Neustadt: Innere Medizin, Hämatologie und internistische Onkologie [Wiener Neustadt, Austria]",2016.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"[""Overall Survival"",""Progression-Free Survival""]",2,1,0,1,0,0,0,0,0,1,0,0,1,0,"The trial involves Ixazomib (MLN9708), which is being tested in combination with Carboplatin for a specific patient population (pretreated women with advanced triple negative breast cancer), indicating it is a new medicine being evaluated for a new use.",OTHER,False,2020.0,5.0,0,Phase 2
NCT02996825,"Mirvetuximab Soravtansine and Gemcitabine Hydrochloride in Treating Patients With FRalpha-Positive Recurrent Ovarian, Primary Peritoneal, Fallopian Tube, Endometrial, or Triple Negative Breast Cancer","A Phase I Dose-Escalation Safety and Tolerability Study of MirvetuximabSoravtansine (IMGN853) and Gemcitabine in Patients With FRa-positive Recurrent Ovarian, Primary Peritoneal, Fallopian Tube, Endometrial Cancer, or Triple Negative Breast Cancer (TNBC)",COMPLETED,PHASE1,City of Hope Medical Center,2017-03-22,2024-02-09,2024-02-09,2016-12-19,2024-04-02,['Recommended phase II dose assessed by Common Terminology Criteria for Adverse Events version 4'],"['Incidence of treatment-emergent adverse events and clinically significant >= grade 3 changes assessed by Common Terminology Criteria for Adverse Events version 4.0', 'Response', 'Progression free survival', 'Assessment of biological correlatives assessed by biopsy']",,,,,2,United States,"City of Hope Medical Center [Duarte, United States] | City of Hope Upland [Upland, United States]",2017.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"[""Overall Survival"",""Progression-Free Survival""]",2,1,0,1,0,0,0,0,0,1,0,0,1,0,,OTHER,False,2024.0,1.0,0,Phase 1
NCT03000257,A Study of Budigalimab (ABBV-181) in Participants With Advanced Solid Tumors,"A Multicenter, Phase 1, Open-Label, Dose-Escalation Study of ABBV-181 as Monotherapy and in Combination With Another Anti-Cancer Therapy in Subjects With Advanced Solid Tumors",COMPLETED,PHASE1,AbbVie,2016-12-14,2022-03-29,2022-03-29,2016-12-22,2022-04-14,"['Part 1: Recommended Phase 2 Dose (RPTD) for Budigalimab', 'Part 1: Maximum tolerated dose (MTD) of Budigalimab', 'Part 1 and Part 3: Terminal Half-life (t1/2) of Budigalimab', 'Part 1 and Part 3: Maximum Observed Serum Concentration (Cmax) of Budigalimab', 'Part 1 and Part 3: Time to Cmax (Tmax) of Budigalimab', 'Part 1 and Part 3: Area Under the Serum Concentration Time Curve from Time 0 to Last Measurable Concentration (AUCt) of Budigalimab', 'Part 2: Recommended Phase 2 Dose (RPTD) and Schedule for Budigalimab and Rovalpituzumab Tesirine Combination', 'Part 3: Recommended Phase 2 Dose (RPTD) and Schedule for Budigalimab and Venetoclax Combination.', 'Part 3: Maximum Observed Serum Concentration (Cmax) for Venetoclax', 'Part 3: Area Under the Serum Concentration Time Curve from Time 0 to 24 Hours Post-dose (AUC(0-24)) of Venetoclax', 'Part 3: Time to Cmax (Tmax) of Venetoclax', 'Part 1, Part 2, Part 3: Number of Participants with Adverse Events']","['Part 2: Terminal Half-life (t1/2) of Budigalimab', 'Part 2: Terminal Half-life (t1/2) of Rovalpituzumab Tesirine', 'Part 2: Maximum Observed Serum Concentration (Cmax) of Rovalpituzumab Tesirine', 'Part 2: Area Under the Serum Concentration Time Curve from Time 0 to Last Measurable Concentration (AUCt) of Rovalpituzumab Tesirine', 'Part 2: Area Under the Serum Concentration Time Curve from Time 0 to Last Measurable Concentration (AUCt) of Budigalimab', 'Part 2: Time to Cmax (Tmax) of Budigalimab', 'Part 2: Time to Cmax (Tmax) of Rovalpituzumab Tesirine', 'Part 1 and Part 3: Objective response rate (ORR)', 'Part 1 and Part 3: Clinical benefit rate (CBR, defined as CR, PR or SD)', 'Part 1 and Part 3: Progression-free survival (PFS)', 'Part 1, Part 2 and Part 3: Duration of objective response (DOR)']",,,,,26,Australia; Austria; Belgium; Canada; Finland; France; Japan; Spain; Taiwan; United States,"Moores Cancer Center at UC San Diego /ID# 157374 [La Jolla, United States] | The University of Chicago Medical Center /ID# 157375 [Chicago, United States] | Carolina BioOncology Institute /ID# 157376 [Huntersville, United States] | South Texas Accelerated Research Therapeutics /ID# 157378 [San Antonio, United States] | Virginia Cancer Specialists - Fairfax /ID# 157377 [Fairfax, United States] | Blacktown Hospital /ID# 167386 [Blacktown, Australia] | St Vincent's Hospital Melbourne /ID# 167552 [Fitzroy Melbourne, Australia] | Linear Clinical Research /ID# 170797 [Nedlands, Australia] | Medizinische Universitaet Graz /ID# 168752 [Graz, Austria] | Universitair Ziekenhuis Antwerpen /ID# 170702 [Edegem, Belgium] | UZ Gent /ID# 170881 [Ghent, Belgium] | Cross Cancer Institute /ID# 167603 [Edmonton, Canada] | Tampere University Hospital /ID# 166839 [Tampere, Finland] | Docrates Cancer Center /ID# 166838 [Helsinki, Finland] | Institut Bergonie /ID# 162662 [Bordeaux, France] | Institut du Cancer de Montpellier - Val d'Aurelle /ID# 163999 [Montpellier, France] | Centre Leon Berard /ID# 162660 [Lyon, France] | Institut Gustave Roussy /ID# 162753 [Villejuif, France] | National Cancer Center Hospital East /ID# 166433 [Kashiwa-shi, Japan] | National Hospital Organization Kyushu Cancer Center /ID# 206229 [Fukuoka, Japan] | National Cancer Center Hospital /ID# 166279 [Chuo-ku, Japan] | Hospital Universitario Fundacion Jimenez Diaz /ID# 163862 [Madrid, Spain] | Hospital Universitario HM Sanchinarro /ID# 163861 [Madrid, Spain] | Hospital Clinico Universitario de Valencia /ID# 163925 [Valencia, Spain] | National Taiwan University Hospital /ID# 163997 [Taipei, Taiwan] | Taipei Medical University Hospital /ID# 163998 [Taipei, Taiwan]",2016.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"[""Overall Survival"",""Duration of Response""]",2,1,0,1,0,0,0,0,0,1,0,0,1,0,,INDUSTRY,False,2022.0,3.0,1,Phase 1
NCT03000920,Evaluation of the Short Message Service Effectiveness in the Screening Invitation Strategy for Breast Cancer (USIMaPI),Multicenter Randomized Controlled Trial Evaluating the Effectiveness and Cost-effectiveness of the Use of Short Message Service (SMS) in the Screening Invitation Strategy for Breast Cancer.,COMPLETED,,"University Hospital, Tours",2017-05-02,2018-12-01,2019-06-30,2016-12-22,2019-07-18,"['Phase 1: Compare the participation rates in organized breast cancer screening (and the cost by screened woman) in response to a strategy of sending an SMS before the invitation letter (vs sending the invitation letter alone = usual strategy).', 'Phase 2: Compare participation rates in organized breast cancer screening (and the cost by screened woman) in response to a strategy of replacing the reminder 1 by mail with a reminder 1 by SMS ( reminder 1 mail = usual strategy).']",[],,,,,4,France,"ADOC41 [Blois, France] | ADOC28 [Chartres, France] | CREDEP [Châteauroux, France] | CCDC [Tours, France]",2017.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"[""Overall Survival""]",1,1,0,1,0,0,0,0,0,1,0,0,1,0,,OTHER,False,2019.0,6.0,0,NA/Other
NCT03012230,Pembrolizumab and Ruxolitinib Phosphate in Treating Patients With Metastatic Stage IV Triple Negative Breast Cancer,A Phase 1 Study of PD-1 Inhibition With Pembrolizumab Combined With JAK2 Inhibition in Triple Negative Breast Cancer,COMPLETED,PHASE1,Mayo Clinic,2017-12-06,2023-01-06,2023-03-08,2017-01-06,2024-01-31,"['Maximum tolerated dose', 'Incidence of adverse events']",['Best response'],,,,,1,United States,"Mayo Clinic in Arizona [Scottsdale, United States]",2017.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"[""Overall Survival"",""Best Overall Response""]",2,1,0,1,0,0,0,0,0,1,0,0,1,0,,OTHER,False,2023.0,2.0,0,Phase 1
