nct_id,title,official_title,overall_status,phase,sponsor,start_date,primary_completion_date,completion_date,first_posted_date,last_update_date,planned_primary_outcomes,planned_secondary_outcomes,results_outcome_measures,results_participant_flow,results_baseline,results_adverse_events,site_count,site_countries,sites_compact,start_year,Pathologic_Complete_Response,Event_Free_Survival,Disease_Free_Survival,Overall_Survival,Best_Overall_Response,Duration_of_Response,Progression_Free_Survival,Overall_Response,Target_Response,Non_target_Response,Symptomatic_Deterioration,Disease_Recurrence,Pathologic_Complete_Response_pCR,Objective_Response_Rate,Time_to_Progression,detected_endpoint_names,planned_endpoint_count,reporting_gap_flag,consort_participant_flow,consort_recruitment,consort_baseline,consort_numbers_analyzed,consort_outcomes_estimation,consort_ancillary_analyses,consort_harms,consort_results_score,HER2_flag,BRCAm_flag,NM_new_medicine,EI_extension_of_indication,nm_ei_explanation,sponsor_class,has_results,completion_year,years_since_completion,multi_country_flag,phase_bucket
NCT02316509,A Study of GDC-0927 in Postmenopausal Women With Locally Advanced or Metastatic Estrogen Receptor Positive Breast Cancer,"An Open-Label, Phase I Study of GDC-0927 in Postmenopausal Women With Locally Advanced or Metastatic Estrogen Receptor Positive Breast Cancer",COMPLETED,PHASE1,"Genentech, Inc.",2015-03-17,2020-01-10,2020-01-10,2014-12-15,2020-10-05,"['Maximum Tolerated Dose (MTD)/Recommended Phase II Dose (RP2D) of GDC-0927', 'Percentage of Participants With Adverse Events (AEs)']","['Percentage of Participants With Objective Response Assessed by Response Evaluation Criteria In Solid Tumors Version 1.1 (RECIST v1.1)', 'Percentage of Participants With Clinical Benefit Assessed by RECIST v1.1', 'Part I: Maximum Observed Plasma Concentration (Cmax) of GDC-0927', 'Part II: Cmax of GDC-0927', 'Part I: Time to Reach Cmax (Tmax) of GDC-0927', 'Part II: Tmax of GDC-0927', 'Part I: Area Under the Plasma Concentration Versus Time Curve (AUC) of GDC-0927', 'Part II: AUC of GDC-0927', 'Plasma Half-Life (t1/2) of GDC-0927', 'Part II: t1/2 of GDC-0927', ""Part I: Change From Baseline in Corrected QT (QTc) Interval Using Fridericia's Formula, as Assessed by Electrocardiogram (ECG)"", ""Part II: Change From Baseline in QTc Interval Using Fridericia's Formula, as Assessed by ECG"", 'Part I: Change From Baseline in RR Interval, as Assessed by ECG', 'Part II: Change From Baseline in RR Interval, as Assessed by ECG']",,,,,13,Spain; United States,"Massachusetts General Hospital. [Boston, United States] | Dana Farber Cancer Institute [Boston, United States] | Memorial Sloan Kettering Cancer Center [New York, United States] | Sarah Cannon Cancer Center [Germantown, United States] | Vanderbilt Ingram Cancer Ctr [Nashville, United States] | ICO I Hospitalet Hospital Duran i Reynals Instituto Catalan de Oncologia de Hospitalet ICO [L'Hospitalet de Llobregat, Spain] | Onkologikoa - Kutxaren Institutu Onkologikoa [Donostia / San Sebastian, Spain] | Hospital Univ Vall d'Hebron; Servicio de Oncologia [Barcelona, Spain] | MD Anderson Cancer Center Madrid - España; Servicio de Farmacia [Madrid, Spain] | Hospital Universitario Ramón y Cajal [Madrid, Spain] | Hospital General Universitario Gregorio Maranon [Madrid, Spain] | HM Sanchinarro - CIOCC [Madrid, Spain] | Hospital Clinico Universitario de Valencia [Valencia, Spain]",2015.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"[""Overall Survival"",""Objective Response Rate""]",2,1,0,1,0,0,0,0,0,1,0,0,1,0,,INDUSTRY,False,2020.0,5.0,1,Phase 1
NCT02324062,Cancer Genetics Hereditary Cancer Panel Testing,University of Southern California (USC) Norris Comprehensive Cancer Center and Stanford Cancer Institute Cancer Genetics Hereditary Cancer Panel Testing,COMPLETED,,University of Southern California,2014-06-12,2017-01-05,2017-01-05,2014-12-24,2017-04-11,['Develop Hereditary Cancer panel repository'],"['Analyze frequency of genes found on HCP panel in high-risk population', 'Follow medical management of subjects after multi-gene panel testing', 'Descriptive analysis of patient information gained through process']",,,,,2,United States,"University of Southern California/ Kenneth Norris, Jr. Comprehensive Cancer Center and Hospital [Los Angeles, United States] | Stanford University [Stanford, United States]",2014.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"[""Overall Survival""]",1,1,0,1,0,0,0,0,0,1,0,0,0,0,The text describes a study related to hereditary cancer panel testing and does not indicate the development of a new medicine or an extension of indication for an existing medicine.,OTHER,False,2017.0,8.0,0,NA/Other
NCT02326857,Molecular Profiling of Stage II and III Breast Cancer in Latin American Women Receiving Standard-of-Care Treatment,Molecular Profiling of Stage II and III Breast Cancer in Latin American Women Receiving Standard-of-Care Treatment,COMPLETED,,National Cancer Institute (NCI),2014-12-23,2014-12-23,2020-09-23,2014-12-30,2020-09-25,['Characterize distribution of invasive breast cancer stage II and III molecular profiles'],"['Association of molecular profile with tumor histological type, size,lymph node status and surrogate markers', 'Proportion of participants in each molecular profile who achieve pCR to neoadjuvant chemotherpay', 'RCB following neoadjuvant chemotherapy', 'Predictive and prognostic gene expression signatures', 'Survival-OS, DFS, and TFF', 'Demographic and epidemiological characteristics of the population by molecular profile']",,,,,9,Argentina; Brazil; Chile; Mexico; Uruguay,"Instituto Leloir [Buenos Aires, Argentina] | Instituto Nacional de Cancer (INCA) [Rio de Janeiro, Brazil] | Instituto do C(SqrRoot) ncer do Estado de S(SqrRoot) o Paulo [São Paulo, Brazil] | Instituto de Salud Publica [Santiago, Chile] | Instituto Jalisciense de Cancerologia [Guadalajara, Mexico] | Universidad de Guadalajara [Guadalajara, Mexico] | Universidad de Sonora [Sonora, Mexico] | Institito Nacional de C(SqrRoot)(Degree)ncer [Montevideo, Uruguay] | Instituto Pasteur de Montevideo [Montevideo, Uruguay]",2014.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"[""Pathologic Complete Response (pCR)""]",1,1,0,1,0,0,0,0,0,1,0,0,0,1,,NIH,False,2020.0,5.0,1,NA/Other
NCT02333370,"A Phase Ib Dose Escalation Study of the Combination of LEE011 With Letrozole and Dose Expansion of LEE011 With Hormonal Therapy for the Treatment of Pre-(With Goserelin) and Postmenopausal Women With Hormone Receptor Positive, HER2-negative, Advanced Breast Cancer","A Phase Ib Dose Escalation Study of the Combination of LEE011 With Letrozole and Dose Expansion of LEE011 With Hormonal Therapy for the Treatment of Pre-(With Goserelin) and Postmenopausal Women With Hormone Receptor Positive, HER2-negative, Advanced Breast Cancer",COMPLETED,PHASE1,Novartis Pharmaceuticals,2015-02-04,2022-09-29,2022-09-29,2015-01-07,2023-06-08,"['Phase Ib Dose escalation - Frequency of dose limiting toxicities (DLTs)', 'Phase Ib Dose Expansion: Number of participants with adverse events (AEs)', 'Phase Ib Dose Expansion: Number of participants with serious adverse events (SAEs)']","['Number of participants with adverse events (AEs) - Phase Ib dose escalation', 'Number of participants with serious adverse events (SAEs) - Phase Ib dose escalation', 'Overall Response Rate (ORR) - Phase Ib dose expansion', 'Clinical Benefit Rate (CBR) - Phase Ib dose expansion', 'Composite Plasma pharmacokinetics (PK) parameters of LEE011 (and relevant metabolites) and letrozole - Phase Ib', 'Progression Free Survival (PFS) as per RECIST v1.1- phase Ib dose expansion', 'Overall Survival (OS) - Phase Ib dose expansion', 'Disease Control Rate (DCR) - Phase Ib dose expansion', 'Duration of Response (DOR) - Phase Ib dose expansion']",,,,,15,Hong Kong; Japan; Singapore,"Novartis Investigative Site [Hong Kong, Hong Kong] | Novartis Investigative Site [Nagoya, Japan] | Novartis Investigative Site [Sapporo, Japan] | Novartis Investigative Site [Yokohama, Japan] | Novartis Investigative Site [Osaka, Japan] | Novartis Investigative Site [Suita, Japan] | Novartis Investigative Site [Hidaka, Japan] | Novartis Investigative Site [Kitaadachi-gun, Japan] | Novartis Investigative Site [Sunto Gun, Japan] | Novartis Investigative Site [Bunkyo Ku, Japan] | Novartis Investigative Site [Bunkyo Ku, Japan] | Novartis Investigative Site [Koto Ku, Japan] | Novartis Investigative Site [Shinagawa-ku, Japan] | Novartis Investigative Site [Shinjuku-ku, Japan] | Novartis Investigative Site [Singapore, Singapore]",2015.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"[""Overall Survival""]",1,1,0,1,0,0,0,0,0,1,1,0,0,1,,INDUSTRY,False,2022.0,3.0,1,Phase 1
NCT02338245,Study of ASLAN001 in Combination With Capecitabine in MBC That Has Failed on Prior Trastuzumab,Randomized Phase 2A/2B Study to Compare the Efficacy and Safety of ASLAN001 + Capecitabine to Lapatinib + Capecitabine in Patients With HER 2-Positive MBC That Has Failed on Prior Trastuzumab Therapy,COMPLETED,PHASE2,ASLAN Pharmaceuticals,2014-12-29,2016-05-19,2016-08-25,2015-01-14,2017-10-17,"['To compare the efficacy of ASLAN001 in combination with capecitabine, to lapatinib in combination with capecitabine in the percentage change from baseline tumor size at Week 12']","['Safety for all metastatic breast cancer (MBC) subjects (Physical examination, body weight, vital signs, ECG parameter, hematology, clinical laboratory tests and Adverse Events)', 'To further compare the efficacy of ASLAN001 in combination with capecitabine to lapatinib in combination with capecitabine, as measured by PFS and tumor volume', 'To further compare the efficacy of ASLAN001 in combination with capecitabine to lapatinib in combination with capecitabine, as measured by the Objective Response Rate (ORR), Duration of Response (DoR), and Overall Survival (OS)']",,,,,19,Australia; Hong Kong; New Zealand; Philippines; Singapore; South Korea; Taiwan,"Australia [Western Australia, Australia] | Hong Kong [Hong Kong, Hong Kong] | New Zealand [Christchurch, New Zealand] | New Zealand [Tauranga, New Zealand] | Philippines [Bacolod City, Philippines] | Philippines [Dasmariñas, Philippines] | Singapore [Singapore, Singapore] | Singapore [Singapore, Singapore] | South Korea [Seoul, South Korea] | South Korea [Seoul, South Korea] | South Korea [Seoul, South Korea] | South Korea [Seoul, South Korea] | Taiwan [Linkou District, Taiwan] | Taiwan [Kaohsiung City, Taiwan] | Taiwan [Taichung, Taiwan] | Taiwan [Taipei, Taiwan] | Taiwan [Taipei, Taiwan] | Taiwan [Taipei, Taiwan] | Taiwan [Taipei, Taiwan]",2014.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"[""Overall Survival""]",1,1,0,1,0,0,0,0,0,1,0,0,1,0,"ASLAN001 is being studied as a new treatment option in combination with capecitabine for metastatic breast cancer (MBC), indicating it is a new medicine.",OTHER,False,2016.0,9.0,1,Phase 2
NCT02347163,Pre-operative Zoledronate in Triple Negative Breast Cancer,"A Multicenter, Single-arm, Phase II Study to Evaluate the Activity of Pre-operative Zoledronate in Triple Negative Breast Cancer Patients, According to p53 Level",TERMINATED,PHASE2,Mario Negri Institute for Pharmacological Research,2015-02-03,2018-06-08,2018-06-08,2015-01-27,2018-11-06,"['Assessment of zoledronate effect on Ki67 proliferative surrogate biomarker expression, according to p53 expression']","['Effect of zoledronate on critical genes/proteins related to p53 and mevalonate pathways, p53/PIN1 and YAP/TAZ (FFPE core biopsy will be tested for critical genes/proteins expression (by RT-PCR and IHC), including p53/PIN1 and YAP/TAZ)', 'Assessment of zoledronate safety (valuated by the National Cancer Institute-Common Terminology Criteria for Adverse Events (NCI-CTCAE) scale, version 4.0 and by the occurrence of serious adverse reactions)']",,,,,4,Italy,"Azienda Ospedaliera Spedali Civili di Brescia [Brescia, Italy] | Azienda Ospedaliera Papa Giovanni XXIII [Bergamo, Italy] | Oncologia 2 Istituto Oncologico Veneto IRCCS [Padua, Italy] | Fondazione Salvatore Maugeri - IRCCS [Pavia, Italy]",2015.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"[""Pathologic Complete Response (pCR)""]",1,1,0,1,0,0,0,0,0,1,0,0,0,1,"The study evaluates the effect of Zoledronate, which is an existing medication, in a new context (pre-operative treatment for triple negative breast cancer), indicating an extension of its indication.",OTHER,False,2018.0,7.0,0,Phase 2
NCT02358200,Study of BMN-673 With Carboplatin and Paclitaxel in Patients With Advanced BRCA-mutated Solid Tumor or Triple Negative Metastatic Breast Cancer,"Phase I Study to Evaluate the Tolerability, Safety and Efficacy of BMN-673 in Combination With Carboplatin and Paclitaxel in Patients With Advanced Solid Tumor Malignancies That Have BRCA Mutations or Triple Negative Metastatic Breast Cancer",TERMINATED,PHASE1,Pamela Munster,2015-02-23,2019-01-08,2019-01-08,2015-02-06,2020-01-10,['Overall Response Rate (ORR)'],['Intolerable Toxicity'],,,,,1,United States,"University of California San Francisco [San Francisco, United States]",2015.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"[""Objective Response Rate""]",1,1,0,1,0,0,0,0,0,1,0,0,1,0,,OTHER,False,2019.0,6.0,0,Phase 1
NCT02362958,A Multi-Center Study of Lapatinib in Patients With Trastuzumab-refractory Metastatic Breast Cancer,Sun Yat-sen University Cancer Center,COMPLETED,PHASE2,Sun Yat-sen University,2015-01-09,2020-05-31,2020-05-31,2015-02-13,2020-07-15,['progression-free survival'],[],,,,,1,China,"Sun Yat-sen University Cancer Center [Guangzhou, China]",2015.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"[""Progression-Free Survival""]",1,1,0,1,0,0,0,0,0,1,0,0,0,1,"The study involves Lapatinib, which is an existing medication, being tested in a specific patient population (trastuzumab-refractory metastatic breast cancer), indicating an extension of its indication.",OTHER,False,2020.0,5.0,0,Phase 2
NCT02365662,A Study Evaluating Safety and Pharmacokinetics of ABBV-221 in Subjects With Advanced Solid Tumor Types Likely to Exhibit Elevated Levels of Epidermal Growth Factor Receptor,A Phase 1 Study of ABBV-221 in Subjects With Advanced Solid Tumor Types Likely to Exhibit Elevated Levels of Epidermal Growth Factor Receptor,TERMINATED,PHASE1,AbbVie,2015-01-09,2018-03-15,2018-03-15,2015-02-19,2018-03-30,"['Number of participants with adverse events', 'Maximum Plasma Concentration (Cmax) of ABBV-221', 'Area Under the Plasma Concentration-time Curve from 0 to the Time of the Last Measurable Concentration (AUCt) of ABBV-221', 'Maximum tolerated dose of ABBV-221', 'Area Under the Plasma Concentration-time Curve of ABBV-221', 'Recommended Phase 2 dose of ABBV-221']","['Assess the effect of systemic ABBV-221 administration on QT prolongation', 'Objective Response Rate (ORR)']",,,,,5,Spain; United States,"Massachusetts General Hospital [Boston, United States] | Dana-Farber Cancer Institute [Boston, United States] | South Texas Accelerated Research Therapeutics [San Antonio, United States] | Fundacion Jimenez Diaz [Madrid, Spain] | Hosp Univ Madrid Sanchinarro [Madrid, Spain]",2015.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"[""Overall Survival"",""Objective Response Rate""]",2,1,0,1,0,0,0,0,0,1,0,0,1,0,,INDUSTRY,False,2018.0,7.0,1,Phase 1
NCT02366949,Phase I Study of Oral BAY 1217389 in Combination With Intravenous Paclitaxel,"An Open-label Randomized Two-arm Phase I Dose-escalation Study to Characterize the Safety, Tolerability, Pharmacokinetics, and Maximum Tolerated Dose of Oral BAY 1217389 in Combination With Weekly Intravenous Paclitaxel Given in an Intermittent Dosing Schedule in Subjects With Advanced Malignancies",COMPLETED,PHASE1,Bayer,2015-02-27,2018-03-30,2019-04-18,2015-02-19,2020-04-07,"['Maximum tolerated dose (MTD)', 'Number of subjects with adverse events and serious adverse events as a measure of safety and tolerability.', 'Maximum observed drug concentration (Cmax) of BAY1217389 in plasma', 'Area under the concentration versus time curve from zero to 12 hours (AUC [0-12]) of BAY1217389 in plasma', 'Area under the concentration versus time curve from zero to 96 hours (AUC [0-96]) of BAY1217389 in plasma', 'Maximum observed drug concentration (Cmax) of paclitaxel in plasma', 'Area under the concentration versus time curve from zero to infinity (AUC) of paclitaxel in plasma']",[],,,,,7,Netherlands; United States," [Santa Monica, United States] |  [Denver, United States] |  [New Haven, United States] |  [Hackensack, United States] |  [Houston, United States] |  [San Antonio, United States] |  [Rotterdam, Netherlands]",2015.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"[""Overall Survival""]",1,1,0,1,0,0,0,0,0,1,0,0,1,0,,INDUSTRY,False,2019.0,6.0,1,Phase 1
NCT02368275,"Genetic, Neurophysiological and Psychological Risk Factors for Neuropathic Pain","Role of Genetic, Neurophysiological and Psychological Factors in the Development of Postsurgical Neuropathic Pain After Breast Surgery for Cancer",COMPLETED,,Hospital Ambroise Paré Paris,2017-03-01,2020-07-30,2020-09-30,2015-02-23,2021-04-30,['neuropathic pain'],['chronic postsurgical pain'],,,,,2,France,"Hôpital Foch [Suresnes, France] | Hôpital Ambroise Paré [Boulogne-Billancourt, France]",2017.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"[""Overall Survival""]",1,1,0,1,0,0,0,0,0,1,0,0,0,1,"The text discusses risk factors and the development of postsurgical neuropathic pain, indicating an extension of indication for existing treatments related to chronic postsurgical pain.",OTHER,False,2020.0,5.0,0,NA/Other
NCT02370277,Effects of Chemotherapy on Intestinal Bacteria in Patients With Newly Diagnosed Breast Cancer,Changes in Intestinal Microbiota in Association With Chemotherapy Treatment,COMPLETED,,University of Southern California,2014-12-16,2016-06-15,2018-08-22,2015-02-24,2019-06-18,"['Change in intestinal microbiota (composition, abundance, and diversity)']","['Change in body composition based on dual-energy x-ray absorptiometry (DEXA)', 'Baseline estradiol and estrone levels', 'Change in estrogen levels']",,,,,1,United States,"USC Norris Comprehensive Cancer Center [Los Angeles, United States]",2014.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"[""Overall Survival""]",1,1,0,1,0,0,0,0,0,1,0,0,0,0,"The text discusses the effects of chemotherapy on intestinal bacteria in breast cancer patients, which does not indicate a new medicine or an extension of indication for an existing medicine.",OTHER,False,2018.0,7.0,0,NA/Other
NCT02371174,Post-Marketing Surveillance Study of Eribulin on the Status and Factors for the Development of Peripheral Neuropathy in Japan.,An Observational Post-Marketing Surveillance Study on the Status and Factors for the Development of Peripheral Neuropathy in Patients With HER2-Negative Inoperable or Recurrent Breast Cancer in Japan.,COMPLETED,,"Eisai Co., Ltd.",2014-09-03,2018-01-21,2018-01-21,2015-02-25,2018-07-13,"['Number of participants with adverse events and serious adverse events', 'Number of participants with peripheral neuropathy', 'Number of participants with adverse drug reactions', 'Time to onset of peripheral neuropathy', 'Time to resolution of peripheral neuropathy']",['Overall survival'],,,,,2,Japan," [Osaka, Japan] |  [Tokyo, Japan]",2014.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"[""Overall Survival""]",1,1,0,1,0,0,0,0,0,1,1,0,0,0,,INDUSTRY,False,2018.0,7.0,0,NA/Other
NCT02375048,Randomized Study on Postmenopausal Women With Early Stage Breast Cancer: WBI Versus APBI,Randomized Study on Postmenopausal Women With Early Stage Breast Cancer: Adjuvant Hypofractionated Whole Breast Irradiation (WBI) Versus Accelerated Partial Breast Irradiation (APBI),TERMINATED,PHASE2,Istituto Clinico Humanitas,2015-01-19,2018-02-01,2018-02-01,2015-03-02,2018-10-24,"['Toxicity will be measured with CTCAE v.4.0', 'Cosmesis will be measured with Harvard scale']","['Rate of Local Control', 'Disease Free Survival', 'Overall Survival', 'Quality of Life Questionnaire']",,,,,1,Italy,"Istituto Clinico Humanitas [Rozzano, Italy]",2015.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"[""Overall Survival"",""Disease-Free Survival""]",2,1,0,1,0,0,0,0,0,1,0,0,0,1,,OTHER,False,2018.0,7.0,0,Phase 2
NCT02375958,PCA062 in pCAD-positive Tumors.,"A Phase 1 Multi-center, Open-label Dose Escalation and Expansion Study of PCA062 Administered Intravenously in Adult Patients With p-CAD Positive Tumors",COMPLETED,PHASE1,Novartis Pharmaceuticals,2015-04-15,2018-07-17,2018-07-17,2015-03-03,2020-12-19,['Incidence rate of dose limiting toxicities'],"['Incidence and severity of serious/adverse events', 'Pharmacokinetic parameter Cmax', 'Presence of PCA062 anti-bodies', 'Overall response rate', 'Duration of response', 'Progression free survival', 'Disease control rate', 'Best overall response', 'Pharmacokinetic paramater Tmax']",,,,,7,France; Italy; Japan; Singapore; Spain; United States,"Novartis Investigative Site [Houston, United States] | Novartis Investigative Site [San Antonio, United States] | Novartis Investigative Site [Villejuif, France] | Novartis Investigative Site [Milan, Italy] | Novartis Investigative Site [Koto Ku, Japan] | Novartis Investigative Site [Singapore, Singapore] | Novartis Investigative Site [Madrid, Spain]",2015.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"[""Overall Survival"",""Best Overall Response""]",2,1,0,1,0,0,0,0,0,1,0,0,1,0,"The trial is focused on PCA062, which is being tested in a new patient population (p-CAD positive tumors), indicating it is a new medicine.",INDUSTRY,False,2018.0,7.0,1,Phase 1
NCT02376985,Evaluation of Oral Care to Prevent Oral Mucositis in ER Positive MBC Patients Treated With Everolimus: Phase 3 RCT,Evaluation of Oral Care to Prevent Oral Mucositis in Estrogen Receptor Positive Metastatic Breast Cancer Patients Treated With Everolimus: Phase III Randomized Control Trial,COMPLETED,PHASE3,Comprehensive Support Project for Oncology Research,2015-03-26,2018-03-31,2018-10-16,2015-03-03,2019-10-21,['Incidence of oral mucositis (Over Grade 1) after everolimus treatment'],"['Incidence of oral mucositis (Over Grade 2)', 'Incidence of oral mucositis (Over Grade 3)', 'Incidence of oral mucositis (Over Grade 1)', 'Incidence of oral mucositis (Over Grade 2)', 'Incidence of oral mucositis (Over Grade 3)', 'Time to the onset of oral mucositis', 'Duration of each Grade of oral mucositis', 'Each ratio of patients in suspension, or dose-reduction of everolimus treatment due to oral mucositis', 'Oral Assessment Guide (Revised)', 'Health-related quality of life (HRQOL)']",,,,,1,Japan,"Tokai University, School of Medicine [Isehara, Japan]",2015.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"[""Overall Survival""]",1,1,0,1,0,0,0,0,0,1,0,0,0,1,"The trial evaluates the use of Everolimus, which is an existing medication, in a specific patient population (ER Positive Metastatic Breast Cancer) for the prevention of oral mucositis, indicating an extension of its indication.",OTHER,False,2018.0,7.0,0,Phase 3
NCT02389842,PIPA: Combination of PI3 Kinase Inhibitors and PAlbociclib,"PIPA: a Phase Ib Study to Assess the Safety, Tolerability and Efficacy of the PI3K Inhibitors, Taselisib (GDC-0032) or Pictilisib (GDC-0941), in Combination with PAlbociclib, with the Subsequent Addition of Fulvestrant in PIK3CA-mutant Breast Cancers",COMPLETED,PHASE1,Royal Marsden NHS Foundation Trust,2015-03-25,2018-10-31,2021-05-26,2015-03-17,2024-09-26,"['Recommended dose for Phase II', 'Safety and Toxicity Profile (National Cancer Institute (NCI) Common Terminology Criteria for Adverse Events (CTCAE) version 4.0)', 'Preliminary anti-tumour assessment of triplet combination (RECIST criteria version 1.1) in patients with PIK3CA mutant advanced ER+ve HER2-ve breast cancer.']",['Pharmaockinetics Profile (AUC0-24 and Cmax)'],,,,,2,United Kingdom,"The Royal Marsden NHS Foundation Trust [London, United Kingdom] | The Christie NHS Foundation Trust [Manchester, United Kingdom]",2015.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"[""Overall Survival""]",1,1,0,1,0,0,0,0,0,1,1,0,0,1,"The trial involves a combination of existing drugs (PI3K inhibitors and PAlbociclib) being tested for a specific mutation in breast cancer, indicating an extension of indication rather than a new medicine.",OTHER,False,2021.0,4.0,0,Phase 1
NCT02391480,A Study Evaluating the Safety and Pharmacokinetics of ABBV-075 in Subjects With Cancer,A Phase 1 Study Evaluating the Safety and Pharmacokinetics of ABBV-075 in Subjects With Advanced Cancer,COMPLETED,PHASE1,AbbVie,2015-04-14,2019-07-05,2019-07-05,2015-03-18,2019-11-29,"['Maximum Tolerated Dose of ABBV-075', 'Time to Cmax (peak time, Tmax) for ABBV-075', 'Number of participants with adverse events', 'Maximum observed plasma concentration (Cmax) of ABBV-075', 'Area under the curve (AUC)']","['Duration of overall response (DOR)', 'Objective Response Rate (ORR)', 'Progression Free Survival (PFS)']",,,,,10,United States,"Scottsdale Healthcare /ID# 132963 [Scottsdale, United States] | City of Hope /ID# 154053 [Duarte, United States] | UC Davis Comp Cancer Ctr /ID# 154644 [Sacramento, United States] | Yale University /ID# 136982 [New Haven, United States] | University of Chicago /ID# 155453 [Chicago, United States] | Indiana Univ School Medicine /ID# 132946 [Indianapolis, United States] | Duke Univ Med Ctr /ID# 154647 [Durham, United States] | Mary Crowley Cancer Research /ID# 154059 [Dallas, United States] | Univ TX, MD Anderson /ID# 132276 [Houston, United States] | UT MD Anderson Cancer Center /ID# 164122 [Houston, United States]",2015.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"[""Overall Survival"",""Duration of Response""]",2,1,0,1,0,0,0,0,0,1,0,0,1,0,,INDUSTRY,False,2019.0,6.0,0,Phase 1
NCT02400060,Telephone-Based Intervention in Increasing Adherence to Adjuvant Hormonal Therapy in Patients With Breast Cancer,Increasing Adherence to Adjuvant Hormonal Therapy Among Breast Cancer Patients: Phase 2 - Pilot Test of Intervention for Feasibility,COMPLETED,,Ohio State University Comprehensive Cancer Center,2015-03-26,2020-06-30,2020-06-30,2015-03-26,2025-06-29,"['Optimal usage of AHT (includes initiation, continuation and adherence)', 'Acceptance assessed via medical records of receiving a prescription for AHT and filling it', 'Continuation assessed via self-report of taking at least one dose per week', 'Adherence assessed via self-report of taking the prescribed dose at least 6 of 7 days per week']","['Change in biomarkers', 'Patient and physician responses to the intervention and study participation']",,,,,4,United States,"Southeastern Medical Oncology Center-Goldsboro [Goldsboro, United States] | Comprehensive Cancer Center of Wake Forest University [Winston-Salem, United States] | Ohio State University Comprehensive Cancer Center [Columbus, United States] | Fletcher Allen Health Care-Medical Center [Burlington, United States]",2015.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"[""Overall Survival""]",1,1,0,1,0,0,0,0,0,1,0,0,0,1,,OTHER,False,2020.0,5.0,0,NA/Other
